client_id,offer_id,response,transaction_date,quantity,cross_sell_count
11,409,rejected,2023-09-05,6,0
90,134,rejected,2020-05-23,6,0
72,203,rejected,2022-04-25,3,0
74,201,rejected,2023-04-02,8,0
68,253,accepted,2017-12-26,1,0
100,441,rejected,2021-06-17,6,0
12,116,rejected,2019-10-01,10,0
47,357,accepted,2018-11-12,1,5
77,672,accepted,2018-06-02,1,5
22,359,rejected,2019-12-17,6,0
80,150,rejected,2017-08-14,3,0
26,702,rejected,2023-07-01,8,0
94,874,accepted,2023-04-18,6,4
7,249,rejected,2016-08-27,1,0
37,15,rejected,2016-03-31,5,0
40,461,rejected,2018-09-21,8,0
27,758,rejected,2017-04-14,3,0
70,536,rejected,2021-02-25,6,0
62,638,rejected,2016-08-01,5,0
89,716,rejected,2019-03-23,6,0
75,928,rejected,2015-06-28,10,0
33,175,accepted,2017-04-02,1,0
90,633,accepted,2020-03-19,2,1
84,968,accepted,2019-05-11,5,1
85,278,rejected,2022-05-27,4,0
47,886,accepted,2018-04-13,6,5
84,396,accepted,2019-04-09,2,1
66,727,accepted,2018-07-16,4,0
63,888,rejected,2015-12-27,9,0
24,204,rejected,2020-02-19,7,0
72,949,rejected,2015-06-12,7,0
32,945,rejected,2018-09-28,3,0
63,403,rejected,2015-03-17,3,0
45,701,rejected,2022-01-04,1,0
39,242,rejected,2020-08-15,3,0
36,832,accepted,2017-11-21,3,3
50,912,rejected,2015-05-01,4,0
72,972,accepted,2016-09-13,3,1
44,919,rejected,2016-07-16,8,0
12,748,rejected,2022-08-09,8,0
79,894,rejected,2017-07-20,1,0
54,247,rejected,2019-10-13,7,0
40,932,rejected,2020-01-14,2,0
70,135,accepted,2016-07-21,1,2
75,555,rejected,2017-04-08,4,0
18,317,rejected,2020-11-15,6,0
18,441,rejected,2023-08-21,10,0
19,672,rejected,2016-10-09,5,0
41,70,rejected,2023-01-25,4,0
16,189,rejected,2016-08-19,8,0
94,31,rejected,2019-08-23,4,0
53,311,rejected,2022-02-21,10,0
95,281,accepted,2017-02-08,2,2
14,135,accepted,2023-07-20,6,2
79,632,accepted,2021-05-11,9,4
79,237,rejected,2017-08-03,2,0
88,27,rejected,2022-09-19,8,0
100,489,accepted,2021-10-12,7,3
61,730,rejected,2017-01-23,3,0
50,504,rejected,2016-11-01,7,0
25,232,accepted,2023-07-29,10,4
2,948,accepted,2019-08-19,9,2
29,761,rejected,2017-04-10,10,0
97,210,accepted,2019-12-05,6,1
79,502,rejected,2020-02-18,2,0
32,438,rejected,2015-06-21,5,0
78,753,rejected,2023-01-28,5,0
41,404,rejected,2023-04-30,7,0
74,609,rejected,2022-03-12,2,0
91,806,accepted,2016-03-23,7,4
58,468,rejected,2015-06-23,6,0
32,532,rejected,2023-03-31,8,0
6,572,rejected,2023-08-01,10,0
81,986,accepted,2018-04-07,4,4
57,408,rejected,2023-09-04,7,0
37,473,accepted,2018-04-20,6,1
79,942,accepted,2020-10-18,2,1
19,475,rejected,2020-01-25,9,0
12,740,rejected,2017-01-06,5,0
100,600,rejected,2022-10-22,10,0
70,139,rejected,2018-08-17,4,0
58,26,accepted,2021-08-14,6,2
92,918,accepted,2020-02-06,3,1
12,257,rejected,2022-04-10,1,0
92,816,accepted,2023-03-23,4,3
16,94,accepted,2020-01-15,1,0
82,372,accepted,2022-12-07,3,4
50,745,rejected,2020-09-26,6,0
79,973,accepted,2021-03-04,8,5
49,45,rejected,2018-10-04,3,0
73,893,rejected,2016-09-06,6,0
21,890,accepted,2023-08-17,1,3
92,53,rejected,2018-06-21,6,0
94,788,rejected,2018-03-28,7,0
81,186,accepted,2016-06-22,10,2
26,4,rejected,2017-11-02,9,0
2,470,rejected,2020-08-04,7,0
70,827,accepted,2020-07-14,1,1
31,223,rejected,2020-05-02,1,0
59,420,rejected,2021-09-28,9,0
77,7,accepted,2021-02-19,9,1
36,635,rejected,2017-04-30,3,0
7,190,accepted,2022-04-29,5,3
45,38,accepted,2015-05-13,7,5
86,592,rejected,2018-05-07,9,0
43,943,accepted,2016-03-22,2,4
54,183,accepted,2018-03-10,8,0
79,677,rejected,2021-09-02,10,0
74,807,rejected,2020-02-09,10,0
96,593,rejected,2015-05-27,9,0
12,787,accepted,2019-02-18,10,5
49,840,accepted,2019-10-17,7,0
71,67,accepted,2016-07-05,9,5
16,712,rejected,2018-09-10,3,0
68,424,rejected,2022-10-21,4,0
27,627,accepted,2021-05-29,2,1
94,645,rejected,2015-12-26,3,0
62,742,rejected,2023-11-03,5,0
91,295,rejected,2018-07-20,5,0
34,539,rejected,2021-12-27,6,0
46,950,accepted,2021-04-23,7,0
64,533,rejected,2020-07-31,2,0
64,828,accepted,2021-11-01,9,1
30,726,accepted,2017-03-03,2,5
1,122,accepted,2022-01-05,1,2
16,756,rejected,2023-12-20,2,0
79,425,rejected,2018-09-29,3,0
45,574,rejected,2017-05-19,5,0
2,656,accepted,2018-02-27,10,5
33,810,accepted,2018-05-14,9,3
65,564,rejected,2015-01-26,10,0
15,703,rejected,2019-06-11,4,0
93,583,rejected,2015-04-30,7,0
23,199,rejected,2018-10-16,6,0
87,491,rejected,2023-12-10,2,0
5,662,accepted,2016-09-28,10,2
81,472,rejected,2021-01-08,8,0
43,474,rejected,2019-08-23,7,0
96,58,rejected,2018-05-11,7,0
73,743,rejected,2021-03-24,8,0
69,20,accepted,2022-09-08,1,4
43,819,rejected,2023-12-04,1,0
46,68,rejected,2018-02-22,8,0
4,348,rejected,2022-01-10,4,0
69,863,accepted,2021-10-16,5,4
50,192,rejected,2023-10-10,10,0
97,316,rejected,2018-07-12,4,0
91,33,accepted,2015-12-22,6,4
64,899,accepted,2020-01-26,5,5
39,222,rejected,2016-12-17,7,0
15,384,rejected,2023-09-21,10,0
26,936,accepted,2020-09-03,7,4
4,819,rejected,2020-08-10,4,0
20,195,rejected,2020-06-03,5,0
94,895,rejected,2023-09-12,3,0
42,147,rejected,2016-02-07,4,0
67,693,rejected,2017-04-20,4,0
93,38,rejected,2023-01-02,3,0
67,119,accepted,2015-06-30,10,4
88,869,rejected,2015-12-23,5,0
43,479,rejected,2016-02-27,7,0
67,785,rejected,2018-07-03,4,0
3,592,rejected,2022-03-01,4,0
27,329,accepted,2018-03-19,9,5
36,546,rejected,2019-12-12,4,0
86,121,accepted,2016-10-07,2,5
36,118,accepted,2021-12-26,2,4
72,527,accepted,2021-01-31,6,3
45,563,rejected,2016-08-02,3,0
91,824,accepted,2017-09-29,7,1
22,73,rejected,2018-10-19,6,0
70,455,accepted,2015-04-29,4,5
61,925,rejected,2016-03-09,4,0
50,56,accepted,2019-05-25,4,3
23,722,rejected,2021-08-24,9,0
81,857,rejected,2020-01-01,7,0
79,365,rejected,2017-03-22,3,0
92,777,rejected,2020-12-25,3,0
11,998,rejected,2023-07-29,6,0
60,582,accepted,2023-12-31,6,3
90,480,accepted,2018-06-25,9,3
88,660,rejected,2020-03-21,9,0
61,238,rejected,2016-08-11,4,0
79,265,rejected,2019-05-25,2,0
24,717,rejected,2018-09-15,2,0
42,465,rejected,2015-09-25,5,0
61,116,rejected,2020-03-04,4,0
22,290,rejected,2021-10-11,7,0
74,131,rejected,2019-07-20,5,0
92,816,accepted,2021-03-27,6,1
84,73,rejected,2020-12-22,4,0
60,411,rejected,2017-09-04,2,0
80,250,rejected,2020-05-29,10,0
50,68,rejected,2022-10-13,9,0
76,442,rejected,2019-11-19,10,0
73,807,rejected,2022-10-14,7,0
31,178,rejected,2015-11-16,4,0
95,954,rejected,2020-06-16,3,0
15,607,rejected,2018-08-25,10,0
72,100,rejected,2016-12-22,3,0
40,979,rejected,2021-09-16,9,0
14,702,rejected,2023-08-26,5,0
49,336,rejected,2022-05-28,3,0
8,93,accepted,2016-07-23,5,1
75,925,rejected,2015-01-01,4,0
97,151,rejected,2020-01-30,10,0
69,299,rejected,2021-06-25,2,0
58,201,accepted,2018-07-20,2,3
39,584,rejected,2022-08-15,8,0
39,941,rejected,2019-11-16,1,0
92,938,rejected,2016-01-01,7,0
75,9,rejected,2020-09-21,5,0
52,868,accepted,2018-04-19,8,0
8,379,rejected,2015-08-06,7,0
1,721,rejected,2019-01-11,5,0
15,882,accepted,2015-05-08,4,1
31,443,rejected,2019-06-03,2,0
81,326,rejected,2019-07-22,1,0
49,446,rejected,2022-06-06,1,0
23,487,accepted,2021-03-25,1,3
50,864,rejected,2019-09-05,5,0
20,296,rejected,2022-07-07,10,0
17,138,accepted,2022-04-09,7,1
3,148,rejected,2020-06-16,10,0
85,448,rejected,2016-07-10,8,0
11,141,rejected,2019-08-31,4,0
59,916,rejected,2021-10-11,3,0
55,639,accepted,2020-09-17,10,2
55,566,rejected,2019-04-25,8,0
46,232,accepted,2021-10-12,2,2
1,592,rejected,2023-03-13,3,0
31,730,rejected,2019-08-10,3,0
70,591,rejected,2015-06-05,10,0
73,495,rejected,2016-04-08,1,0
75,494,rejected,2015-11-24,6,0
19,748,rejected,2023-06-02,2,0
100,287,rejected,2015-11-17,1,0
67,912,rejected,2017-10-01,2,0
61,646,rejected,2022-07-02,6,0
10,701,rejected,2023-12-14,4,0
75,320,rejected,2018-11-08,6,0
69,798,accepted,2020-02-03,9,4
66,928,rejected,2023-03-25,10,0
43,432,rejected,2023-12-14,10,0
38,297,accepted,2022-10-17,8,0
77,768,rejected,2023-10-21,8,0
73,267,accepted,2020-04-22,9,5
75,174,rejected,2022-05-12,10,0
38,829,rejected,2015-04-22,5,0
37,497,accepted,2020-09-01,6,4
10,872,rejected,2017-10-29,6,0
17,631,accepted,2017-11-18,9,3
2,760,accepted,2016-12-16,2,2
76,757,accepted,2020-01-04,9,1
48,828,accepted,2023-10-11,10,0
90,242,rejected,2023-12-19,2,0
68,883,accepted,2015-12-12,8,0
19,610,rejected,2016-09-23,10,0
64,771,rejected,2023-08-22,9,0
50,244,rejected,2023-02-21,10,0
82,172,accepted,2023-03-27,9,1
45,56,rejected,2023-06-22,4,0
15,54,accepted,2019-06-22,7,3
61,309,rejected,2023-06-09,2,0
69,240,rejected,2022-11-30,1,0
50,486,accepted,2020-12-12,3,3
56,13,accepted,2023-12-10,4,5
58,392,rejected,2020-12-11,2,0
88,979,accepted,2020-12-16,9,5
82,363,rejected,2019-11-04,2,0
79,941,rejected,2018-01-21,5,0
43,277,accepted,2016-02-07,4,4
33,671,rejected,2020-03-03,7,0
99,692,rejected,2023-03-27,8,0
87,603,rejected,2020-10-30,5,0
44,694,rejected,2017-01-06,10,0
41,561,accepted,2015-02-04,5,1
9,13,rejected,2020-11-21,8,0
14,702,rejected,2017-06-17,2,0
93,291,accepted,2015-05-20,10,3
4,635,accepted,2021-08-30,6,5
85,916,rejected,2021-09-21,4,0
82,125,rejected,2016-05-06,4,0
12,877,rejected,2019-03-20,6,0
85,783,rejected,2021-05-07,4,0
24,918,accepted,2017-01-24,8,0
33,302,rejected,2015-11-07,1,0
82,465,rejected,2018-02-06,4,0
99,438,rejected,2022-06-27,4,0
99,789,rejected,2016-10-25,2,0
100,76,accepted,2015-09-13,6,2
49,398,rejected,2015-09-04,7,0
34,979,rejected,2016-12-29,5,0
57,72,rejected,2017-04-01,4,0
79,403,accepted,2020-07-08,5,2
14,148,rejected,2019-11-02,7,0
28,629,rejected,2019-12-14,6,0
92,266,accepted,2015-10-26,1,4
10,586,rejected,2023-09-19,7,0
58,20,rejected,2016-09-01,7,0
84,656,accepted,2015-06-04,1,0
86,400,accepted,2022-11-07,6,3
43,927,rejected,2015-01-16,2,0
66,725,rejected,2020-07-02,5,0
62,447,rejected,2023-02-28,4,0
100,832,rejected,2021-01-21,7,0
29,4,rejected,2022-09-24,8,0
100,494,accepted,2021-01-01,1,4
46,342,rejected,2019-06-29,3,0
8,648,rejected,2022-04-04,1,0
12,375,rejected,2018-10-24,3,0
11,862,rejected,2023-08-06,6,0
38,664,accepted,2021-03-21,7,4
6,991,rejected,2017-02-21,4,0
39,713,rejected,2016-03-13,3,0
81,706,rejected,2015-12-14,5,0
81,449,rejected,2016-07-27,9,0
5,198,accepted,2021-08-25,6,0
31,501,rejected,2023-11-22,6,0
70,659,rejected,2020-12-27,2,0
58,990,rejected,2015-06-01,5,0
44,58,rejected,2023-02-01,9,0
6,416,accepted,2022-05-02,8,0
86,536,rejected,2022-08-09,4,0
69,153,rejected,2017-08-12,7,0
10,38,rejected,2020-06-25,7,0
84,20,rejected,2021-12-07,6,0
6,249,rejected,2016-06-18,8,0
2,177,rejected,2018-06-12,6,0
13,468,rejected,2021-08-17,10,0
9,838,rejected,2016-04-12,3,0
64,610,rejected,2017-06-22,4,0
9,824,accepted,2018-10-13,3,0
95,695,rejected,2016-05-09,10,0
88,590,rejected,2018-08-10,5,0
28,783,accepted,2016-12-11,1,0
43,65,accepted,2016-08-01,2,4
97,426,accepted,2019-02-24,4,5
71,169,rejected,2021-07-11,8,0
6,137,accepted,2022-02-02,3,0
79,386,rejected,2015-03-06,3,0
63,83,accepted,2017-01-04,3,4
12,724,rejected,2018-03-08,4,0
54,711,rejected,2023-08-31,4,0
61,709,accepted,2016-08-09,9,3
82,278,rejected,2019-08-15,3,0
31,961,accepted,2022-10-04,6,2
5,611,accepted,2020-08-09,6,2
79,974,accepted,2023-10-11,9,5
39,357,rejected,2021-04-03,4,0
31,197,accepted,2020-12-11,5,4
13,634,rejected,2023-07-15,6,0
70,520,accepted,2023-08-22,3,3
81,676,accepted,2015-08-06,8,1
25,116,rejected,2022-09-07,10,0
61,510,accepted,2022-07-07,3,1
6,56,rejected,2018-03-13,7,0
27,446,accepted,2021-12-01,9,3
98,465,accepted,2023-04-21,8,2
7,948,rejected,2016-10-09,7,0
4,497,rejected,2015-10-18,3,0
31,739,rejected,2021-07-02,7,0
42,430,accepted,2022-08-04,10,1
42,236,rejected,2018-08-28,6,0
30,101,accepted,2019-08-17,2,2
26,385,rejected,2015-10-29,3,0
61,600,rejected,2019-11-21,6,0
19,222,rejected,2020-02-07,4,0
23,397,rejected,2020-02-18,6,0
93,199,rejected,2018-01-09,1,0
26,344,accepted,2022-10-06,10,3
73,62,accepted,2016-03-31,1,2
60,470,rejected,2023-07-12,8,0
44,226,rejected,2021-10-08,8,0
21,809,rejected,2021-11-09,4,0
22,592,rejected,2017-07-29,6,0
12,422,rejected,2020-06-26,8,0
28,606,rejected,2020-03-10,7,0
36,15,rejected,2023-04-04,7,0
32,254,rejected,2021-07-01,4,0
29,914,rejected,2016-09-02,9,0
74,920,accepted,2015-07-01,10,5
6,482,rejected,2020-08-27,3,0
5,436,rejected,2020-05-17,5,0
90,842,accepted,2020-07-21,5,5
31,86,rejected,2015-02-20,5,0
89,750,rejected,2017-06-11,8,0
17,368,accepted,2022-04-06,9,4
12,17,rejected,2018-06-02,9,0
21,721,rejected,2021-05-25,6,0
96,598,accepted,2020-02-07,6,0
60,791,accepted,2022-11-20,4,5
52,190,rejected,2019-02-26,4,0
81,476,rejected,2015-01-06,1,0
81,73,rejected,2022-09-30,7,0
43,544,accepted,2019-10-11,10,2
97,277,rejected,2021-11-13,6,0
70,590,rejected,2023-11-01,9,0
88,83,rejected,2018-10-07,7,0
95,955,accepted,2022-07-26,7,1
47,910,accepted,2019-04-18,9,1
47,477,rejected,2019-02-06,9,0
47,180,rejected,2022-11-27,6,0
9,575,rejected,2017-04-18,3,0
18,343,accepted,2016-04-10,1,3
84,490,rejected,2023-06-09,3,0
75,893,rejected,2017-05-09,1,0
97,763,rejected,2018-08-05,3,0
46,920,accepted,2022-08-18,4,4
55,284,accepted,2019-03-08,8,0
45,464,rejected,2020-11-27,3,0
16,482,rejected,2022-08-10,6,0
69,922,accepted,2021-12-18,10,2
48,820,rejected,2022-10-10,5,0
9,193,rejected,2020-02-19,6,0
12,83,rejected,2017-01-02,4,0
37,982,rejected,2016-03-23,10,0
22,283,accepted,2016-08-29,6,0
64,155,rejected,2020-11-02,10,0
81,24,accepted,2022-08-27,7,5
70,955,accepted,2018-11-21,1,1
54,455,rejected,2015-03-29,1,0
38,194,accepted,2023-12-29,9,1
30,855,rejected,2022-03-25,10,0
43,422,rejected,2022-05-09,9,0
83,806,rejected,2021-08-27,7,0
86,714,rejected,2021-02-24,2,0
57,469,rejected,2016-06-24,6,0
40,176,rejected,2017-07-17,4,0
62,381,rejected,2023-08-19,1,0
7,152,rejected,2020-02-11,1,0
22,634,rejected,2022-12-25,5,0
69,293,accepted,2016-12-19,2,3
91,710,rejected,2023-11-29,1,0
20,166,accepted,2015-06-18,4,2
41,589,accepted,2017-12-02,6,1
48,189,accepted,2022-12-06,4,0
5,682,rejected,2018-11-09,7,0
19,382,rejected,2016-10-27,2,0
69,309,accepted,2015-04-13,9,4
52,954,rejected,2016-08-18,3,0
59,951,rejected,2015-01-18,8,0
95,560,rejected,2018-09-18,8,0
83,723,accepted,2018-04-02,3,3
97,588,rejected,2023-12-20,2,0
73,747,rejected,2019-12-16,4,0
44,706,accepted,2020-05-15,9,1
6,143,rejected,2016-04-23,3,0
40,26,rejected,2017-06-21,4,0
58,366,accepted,2015-08-14,5,0
78,657,accepted,2020-11-26,7,5
29,801,rejected,2018-02-12,10,0
26,24,accepted,2019-12-30,7,0
87,688,rejected,2020-09-27,4,0
51,200,rejected,2021-10-06,6,0
78,524,rejected,2022-06-24,2,0
47,408,accepted,2019-10-18,4,1
48,396,rejected,2018-03-11,10,0
45,360,rejected,2019-12-31,5,0
72,90,accepted,2019-12-25,7,4
95,426,rejected,2018-03-28,1,0
21,826,rejected,2019-10-03,10,0
94,918,rejected,2021-08-02,10,0
77,89,accepted,2018-05-27,7,1
61,889,rejected,2018-10-05,6,0
9,956,rejected,2023-06-25,6,0
49,91,accepted,2022-03-01,8,5
35,425,accepted,2020-03-07,3,4
91,582,rejected,2016-07-14,2,0
26,191,rejected,2018-03-31,5,0
71,503,accepted,2018-05-21,9,1
75,312,rejected,2023-04-19,1,0
60,230,accepted,2015-01-11,10,4
20,269,rejected,2022-03-08,6,0
82,484,accepted,2022-06-20,7,0
37,428,accepted,2022-09-18,6,4
83,251,accepted,2023-07-30,7,4
36,505,rejected,2015-10-01,1,0
77,764,rejected,2020-05-22,5,0
73,447,rejected,2022-01-16,2,0
88,488,rejected,2016-05-04,4,0
48,525,rejected,2015-03-13,7,0
34,167,rejected,2016-08-21,5,0
41,473,rejected,2016-07-08,6,0
46,168,accepted,2019-01-19,2,2
54,652,rejected,2018-12-29,7,0
7,297,accepted,2022-03-02,2,3
10,527,accepted,2022-01-16,6,4
24,784,accepted,2023-06-10,10,0
22,557,rejected,2018-07-19,10,0
88,820,rejected,2022-09-08,4,0
90,705,rejected,2020-12-28,2,0
75,361,rejected,2015-02-22,4,0
18,531,accepted,2023-09-25,1,1
63,422,rejected,2016-10-29,8,0
14,224,accepted,2017-06-24,6,1
25,815,rejected,2021-11-17,6,0
89,852,rejected,2020-12-19,10,0
92,565,rejected,2016-04-11,9,0
54,472,rejected,2016-04-22,7,0
17,946,accepted,2018-11-27,9,4
40,708,rejected,2019-12-16,7,0
77,536,rejected,2018-11-02,7,0
23,727,rejected,2023-05-08,3,0
16,228,accepted,2022-10-14,7,0
19,705,accepted,2016-05-28,9,1
27,134,rejected,2019-10-07,6,0
89,782,rejected,2015-11-15,5,0
3,794,rejected,2019-11-02,7,0
6,202,accepted,2023-11-23,5,1
85,526,rejected,2020-04-05,5,0
16,931,accepted,2015-09-29,10,2
39,684,accepted,2016-01-31,7,1
16,943,rejected,2021-08-03,7,0
26,190,rejected,2015-04-30,3,0
12,150,rejected,2018-02-10,3,0
75,357,rejected,2020-08-12,10,0
100,747,rejected,2020-08-30,3,0
73,70,accepted,2021-06-26,6,3
98,15,rejected,2023-01-10,6,0
25,988,accepted,2023-06-16,3,2
69,5,rejected,2016-02-09,8,0
28,943,rejected,2022-12-08,8,0
61,376,rejected,2017-01-28,7,0
57,690,rejected,2017-01-10,10,0
46,389,rejected,2020-10-07,4,0
30,418,accepted,2018-07-11,4,2
16,478,accepted,2016-07-10,5,2
64,781,rejected,2018-03-26,8,0
72,740,accepted,2018-09-05,7,4
64,119,rejected,2020-02-15,3,0
77,754,rejected,2019-12-24,9,0
29,568,rejected,2019-10-19,5,0
25,878,accepted,2023-12-31,9,5
61,962,rejected,2017-01-04,2,0
2,691,rejected,2016-03-06,9,0
51,449,rejected,2022-08-03,6,0
11,123,accepted,2019-06-29,8,0
89,605,rejected,2023-04-25,5,0
22,67,rejected,2017-03-26,1,0
44,206,rejected,2019-07-14,10,0
16,239,rejected,2023-02-18,8,0
64,286,rejected,2023-08-04,8,0
75,608,accepted,2023-11-08,1,0
83,966,rejected,2020-05-02,2,0
86,618,rejected,2020-06-07,9,0
66,286,accepted,2020-02-06,1,3
14,126,accepted,2020-07-29,10,5
30,644,rejected,2015-05-02,9,0
13,756,accepted,2015-10-07,4,0
64,695,accepted,2017-01-03,7,2
49,620,rejected,2016-09-17,6,0
39,637,rejected,2023-07-11,5,0
10,677,rejected,2023-08-10,9,0
64,812,rejected,2018-04-17,2,0
85,510,rejected,2017-12-07,2,0
70,352,rejected,2021-01-23,9,0
70,19,rejected,2015-05-10,3,0
56,902,rejected,2019-04-21,8,0
58,323,rejected,2019-12-18,9,0
59,37,accepted,2021-03-30,8,3
85,882,rejected,2022-12-02,1,0
22,504,rejected,2018-07-03,4,0
92,399,rejected,2016-03-24,9,0
73,692,rejected,2021-03-18,2,0
88,553,rejected,2020-05-03,3,0
